filename,width,height,class,xmin,ymin,xmax,ymax
image_jpg.rf.140f0d1e4176d87a3f6d3e87256b78cb.jpg,416,416,CubeRed,256,170,298,216
image_jpg.rf.140f0d1e4176d87a3f6d3e87256b78cb.jpg,416,416,CubeYellow,205,174,240,221
image_jpg.rf.140f0d1e4176d87a3f6d3e87256b78cb.jpg,416,416,CubeYellow,153,176,190,223
image_jpg.rf.140f0d1e4176d87a3f6d3e87256b78cb.jpg,416,416,CubeRed,101,179,140,227
image_jpg.rf.140f0d1e4176d87a3f6d3e87256b78cb.jpg,416,416,CubeRed,100,273,142,325
image_jpg.rf.140f0d1e4176d87a3f6d3e87256b78cb.jpg,416,416,CubeBlue,306,62,353,108
image_jpg.rf.140f0d1e4176d87a3f6d3e87256b78cb.jpg,416,416,CubeYellow,257,66,297,111
image_jpg.rf.140f0d1e4176d87a3f6d3e87256b78cb.jpg,416,416,CubeBlue,206,70,241,115
image_jpg.rf.140f0d1e4176d87a3f6d3e87256b78cb.jpg,416,416,CubeBlue,150,73,189,119
image_jpg.rf.140f0d1e4176d87a3f6d3e87256b78cb.jpg,416,416,CubeBlue,93,76,137,123
WorkOrder_png.rf.3538778d49389f61b454c87baea4b6be.jpg,416,416,OrderRed,118,89,150,131
WorkOrder_png.rf.3538778d49389f61b454c87baea4b6be.jpg,416,416,OrderBlue,192,91,222,133
WorkOrder_png.rf.3538778d49389f61b454c87baea4b6be.jpg,416,416,OrderBlue,157,92,187,134
WorkOrder_png.rf.3538778d49389f61b454c87baea4b6be.jpg,416,416,OrderGurney,300,94,331,136
WorkOrder_png.rf.3538778d49389f61b454c87baea4b6be.jpg,416,416,OrderRed,156,140,186,179
WorkOrder_png.rf.3538778d49389f61b454c87baea4b6be.jpg,416,416,OrderBlue,264,142,294,183
WorkOrder_png.rf.3538778d49389f61b454c87baea4b6be.jpg,416,416,OrderGurney,120,188,149,229
WorkOrder_png.rf.3538778d49389f61b454c87baea4b6be.jpg,416,416,OrderYellow,263,191,295,232
WorkOrder_png.rf.3538778d49389f61b454c87baea4b6be.jpg,416,416,OrderYellow,191,238,222,278
WorkOrder_png.rf.3538778d49389f61b454c87baea4b6be.jpg,416,416,OrderBlue,299,240,330,281
WorkOrder_png.rf.3538778d49389f61b454c87baea4b6be.jpg,416,416,OrderYellow,119,282,150,324
WorkOrder_png.rf.3538778d49389f61b454c87baea4b6be.jpg,416,416,OrderGurney,155,284,186,324
WorkOrder_png.rf.3538778d49389f61b454c87baea4b6be.jpg,416,416,OrderGurney,191,285,221,324
WorkOrder_png.rf.3538778d49389f61b454c87baea4b6be.jpg,416,416,OrderRed,227,286,257,326
WorkOrder_png.rf.3538778d49389f61b454c87baea4b6be.jpg,416,416,OrderRed,263,285,294,328
testimage2_jpg.rf.14c071e00ad7ab38347ae04757baea6a.jpg,416,416,CubeRed,266,172,314,224
testimage2_jpg.rf.14c071e00ad7ab38347ae04757baea6a.jpg,416,416,CubeYellow,206,172,252,226
testimage2_jpg.rf.14c071e00ad7ab38347ae04757baea6a.jpg,416,416,CubeYellow,150,173,192,226
testimage2_jpg.rf.14c071e00ad7ab38347ae04757baea6a.jpg,416,416,CubeRed,91,175,138,228
testimage2_jpg.rf.14c071e00ad7ab38347ae04757baea6a.jpg,416,416,CubeRed,94,278,144,340
testimage2_jpg.rf.14c071e00ad7ab38347ae04757baea6a.jpg,416,416,CubeBlue,318,50,373,104
testimage2_jpg.rf.14c071e00ad7ab38347ae04757baea6a.jpg,416,416,CubeYellow,264,53,311,107
testimage2_jpg.rf.14c071e00ad7ab38347ae04757baea6a.jpg,416,416,CubeBlue,205,56,246,108
testimage2_jpg.rf.14c071e00ad7ab38347ae04757baea6a.jpg,416,416,CubeBlue,143,56,188,109
testimage2_jpg.rf.14c071e00ad7ab38347ae04757baea6a.jpg,416,416,CubeBlue,81,58,131,109
image8_jpg.rf.53eee859f57b2a256bbf998fc4138386.jpg,416,416,OrderBlue,283,67,317,109
image8_jpg.rf.53eee859f57b2a256bbf998fc4138386.jpg,416,416,OrderBlue,207,72,241,115
image8_jpg.rf.53eee859f57b2a256bbf998fc4138386.jpg,416,416,OrderBlue,169,76,204,118
image8_jpg.rf.53eee859f57b2a256bbf998fc4138386.jpg,416,416,OrderBlue,97,81,128,123
image8_jpg.rf.53eee859f57b2a256bbf998fc4138386.jpg,416,416,OrderRed,172,126,206,169
image8_jpg.rf.53eee859f57b2a256bbf998fc4138386.jpg,416,416,OrderRed,133,129,168,167
image8_jpg.rf.53eee859f57b2a256bbf998fc4138386.jpg,416,416,OrderRed,97,130,132,173
image8_jpg.rf.53eee859f57b2a256bbf998fc4138386.jpg,416,416,OrderRed,287,170,319,212
image8_jpg.rf.53eee859f57b2a256bbf998fc4138386.jpg,416,416,OrderGurney,250,172,281,215
image8_jpg.rf.53eee859f57b2a256bbf998fc4138386.jpg,416,416,OrderYellow,212,173,243,215
image8_jpg.rf.53eee859f57b2a256bbf998fc4138386.jpg,416,416,OrderBlue,138,178,170,220
image8_jpg.rf.53eee859f57b2a256bbf998fc4138386.jpg,416,416,OrderGurney,101,181,135,220
image8_jpg.rf.53eee859f57b2a256bbf998fc4138386.jpg,416,416,OrderGurney,212,222,246,268
image8_jpg.rf.53eee859f57b2a256bbf998fc4138386.jpg,416,416,OrderYellow,139,225,174,269
image8_jpg.rf.53eee859f57b2a256bbf998fc4138386.jpg,416,416,OrderYellow,176,225,209,269
image8_jpg.rf.53eee859f57b2a256bbf998fc4138386.jpg,416,416,OrderYellow,105,231,137,269
image8_jpg.rf.53eee859f57b2a256bbf998fc4138386.jpg,416,416,OrderRed,249,269,285,313
image8_jpg.rf.53eee859f57b2a256bbf998fc4138386.jpg,416,416,OrderGurney,178,273,212,315
image8_jpg.rf.53eee859f57b2a256bbf998fc4138386.jpg,416,416,OrderGurney,142,274,176,317
image8_jpg.rf.53eee859f57b2a256bbf998fc4138386.jpg,416,416,OrderYellow,106,276,140,317
image8_jpg.rf.2628ecd113d6f0ff04fcb4ec85020f81.jpg,416,416,OrderBlue,282,71,318,114
image8_jpg.rf.2628ecd113d6f0ff04fcb4ec85020f81.jpg,416,416,OrderBlue,207,77,241,119
image8_jpg.rf.2628ecd113d6f0ff04fcb4ec85020f81.jpg,416,416,OrderBlue,169,79,204,122
image8_jpg.rf.2628ecd113d6f0ff04fcb4ec85020f81.jpg,416,416,OrderBlue,97,82,128,125
image8_jpg.rf.2628ecd113d6f0ff04fcb4ec85020f81.jpg,416,416,OrderRed,171,128,207,173
image8_jpg.rf.2628ecd113d6f0ff04fcb4ec85020f81.jpg,416,416,OrderRed,133,131,168,170
image8_jpg.rf.2628ecd113d6f0ff04fcb4ec85020f81.jpg,416,416,OrderRed,98,132,132,175
image8_jpg.rf.2628ecd113d6f0ff04fcb4ec85020f81.jpg,416,416,OrderRed,286,175,320,217
image8_jpg.rf.2628ecd113d6f0ff04fcb4ec85020f81.jpg,416,416,OrderGurney,249,177,282,220
image8_jpg.rf.2628ecd113d6f0ff04fcb4ec85020f81.jpg,416,416,OrderYellow,211,176,244,220
image8_jpg.rf.2628ecd113d6f0ff04fcb4ec85020f81.jpg,416,416,OrderBlue,137,180,171,224
image8_jpg.rf.2628ecd113d6f0ff04fcb4ec85020f81.jpg,416,416,OrderGurney,101,182,135,222
image8_jpg.rf.2628ecd113d6f0ff04fcb4ec85020f81.jpg,416,416,OrderGurney,212,226,246,273
image8_jpg.rf.2628ecd113d6f0ff04fcb4ec85020f81.jpg,416,416,OrderYellow,139,227,174,272
image8_jpg.rf.2628ecd113d6f0ff04fcb4ec85020f81.jpg,416,416,OrderYellow,176,228,209,273
image8_jpg.rf.2628ecd113d6f0ff04fcb4ec85020f81.jpg,416,416,OrderYellow,105,232,137,271
image8_jpg.rf.2628ecd113d6f0ff04fcb4ec85020f81.jpg,416,416,OrderRed,250,274,284,317
